home 
159.0388,287.9117,-69.4131
155.6158,287.6318,-71.3341
153.0122,288.5050,-73.5778
152.6903,289.7554,-76.4310
151.8936,292.5175,-79.7697
156.2467,291.3641,-78.3093
168.4989,289.2571,-75.9839
172.6621,284.8947,-73.6637
185.1285,271.2795,-70.5417
192.0684,265.9429,-71.3729
197.7498,259.2416,-71.7902
200.7367,252.9088,-72.8109
202.9739,248.4509,-74.7258
203.3726,243.3712,-76.6842
203.3726,243.3712,-76.6842
205.6328,235.4124,-79.7697
205.2122,232.4602,-80.9674
203.0016,227.2893,-80.5593
199.8141,225.6691,-80.1071
194.6428,223.2453,-78.6281
189.4470,221.4743,-77.4338
183.8427,220.3300,-75.2506
180.7570,220.4662,-73.8074
175.8084,225.6603,-71.9288
171.4240,232.0768,-71.3067
169.1571,237.3563,-71.5326
167.1088,241.1819,-71.3247
